Question ID,Question Text,Answer,Strand,Substrand,Year Level,Sub Level,Full Level,Model Used,Suggested Models,Enhanced System Used,Context Type,Generation Status,Questions Generated,Generation Time,Curriculum Reference,Error Message
"C18_Q3","Lily starts with £10, then adds £66.71, then subtracts £69.16, then divides by 5. How much does she have now?","36p","Addition, subtraction, multiplication and division (calculations)","estimate, use inverses and check",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:00.929Z,"Year 6 Curriculum",
"C18_Q4","Tom starts with £17, then adds £10.74, then subtracts £47.5, then divides by 8. How much does she have now?","61p","Addition, subtraction, multiplication and division (calculations)","estimate, use inverses and check",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:00.929Z,"Year 6 Curriculum",
"C18_Q5","Luke starts with £2, then adds £63.04, then subtracts £83.91, then divides by 1. How much does she have now?","£23.43","Addition, subtraction, multiplication and division (calculations)","estimate, use inverses and check",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:00.929Z,"Year 6 Curriculum",
"C19_Q1","Emma buys 5 bananas. Each banana costs £6. How much does Emma pay in total?","£30","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:00.945Z,"Year 2 Curriculum",
"C19_Q2","Amy buys 4 posters. Each poster costs £8. How much does Amy pay in total?","£32","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:00.945Z,"Year 2 Curriculum",
"C19_Q3","Alex buys 1 game. Each game costs £3. How much does Alex pay in total?","£3","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:00.945Z,"Year 2 Curriculum",
"C19_Q4","Katie buys 1 pen. Each pen costs £1. How much does Katie pay in total?","£1","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:00.946Z,"Year 2 Curriculum",
"C19_Q5","Grace buys 2 bananas. Each banana costs £4. How much does Grace pay in total?","£8","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:00.946Z,"Year 2 Curriculum",
"C20_Q1","Alex buys 3 sweets. Each sweet costs £2. How much does Alex pay in total?","£6","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.960Z,"Year 3 Curriculum",
"C20_Q2","Lucy buys 4 magazines. Each magazine costs £8. How much does Lucy pay in total?","£32","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.960Z,"Year 3 Curriculum",
"C20_Q3","Oliver buys 7 games. Each game costs £3. How much does Oliver pay in total?","£21","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.960Z,"Year 3 Curriculum",
"C20_Q4","Sarah buys 6 drinks. Each drink costs £7. How much does Sarah pay in total?","£42","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.960Z,"Year 3 Curriculum",
"C20_Q5","Hannah buys 8 erasers. Each eraser costs £7. How much does Hannah pay in total?","£56","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.960Z,"Year 3 Curriculum",
"C21_Q1","Harry buys 2 cards. Each card costs £19. How much does Harry pay in total?","£38","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.976Z,"Year 4 Curriculum",
"C21_Q2","Tom buys 3 sandwichs. Each sandwich costs £26. How much does Tom pay in total?","£78","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.976Z,"Year 4 Curriculum",
"C21_Q3","Chloe buys 2 posters. Each poster costs £14. How much does Chloe pay in total?","£28","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.976Z,"Year 4 Curriculum",
"C21_Q4","William buys 1 badge. Each badge costs £58. How much does William pay in total?","£58","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.976Z,"Year 4 Curriculum",
"C21_Q5","Amy buys 6 bananas. Each banana costs £65. How much does Amy pay in total?","£390","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.976Z,"Year 4 Curriculum",
"C22_Q1","Tom buys 76 rulers. Each ruler costs £19. How much does Tom pay in total?","£1444","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.992Z,"Year 5 Curriculum",
"C22_Q2","Oliver buys 50 drinks. Each drink costs £40. How much does Oliver pay in total?","£2000","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.992Z,"Year 5 Curriculum",
"C22_Q3","Hannah buys 95 biscuits. Each biscuit costs £18. How much does Hannah pay in total?","£1710","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.992Z,"Year 5 Curriculum",
"C22_Q4","Luke buys 89 puzzles. Each puzzle costs £16. How much does Luke pay in total?","£1424","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.992Z,"Year 5 Curriculum",
"C22_Q5","Emma buys 97 toys. Each toy costs £32. How much does Emma pay in total?","£3104","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:00.992Z,"Year 5 Curriculum",
"C23_Q1","Emily buys 97 games. Each game costs £522. How much does Emily pay in total?","£50634","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.007Z,"Year 6 Curriculum",
"C23_Q2","Emma buys 95 pencils. Each pencil costs £485. How much does Emma pay in total?","£414675","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.007Z,"Year 6 Curriculum",
"C23_Q3","Sarah buys 44 sweets. Each sweet costs £227. How much does Sarah pay in total?","£9988","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.007Z,"Year 6 Curriculum",
"C23_Q4","Amy buys 1 chocolate. Each chocolate costs £134. How much does Amy pay in total?","£134","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.007Z,"Year 6 Curriculum",
"C23_Q5","Sam buys 1 book. Each book costs £238. How much does Sam pay in total?","£714","Addition, subtraction, multiplication and division (calculations)","multiply / divide mentally",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION",Yes,Money,Completed,5,2025-09-24T11:17:01.007Z,"Year 6 Curriculum",
"C24_Q1","Daniel buys 2 erasers. Each eraser costs £9. How much does Daniel pay in total?","£18","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.022Z,"Year 2 Curriculum",
"C24_Q2","Chloe buys 2 sweets. Each sweet costs £2. How much does Chloe pay in total?","£4","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.022Z,"Year 2 Curriculum",
"C24_Q3","Chloe buys 3 books. Each book costs £1. How much does Chloe pay in total?","£3","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.022Z,"Year 2 Curriculum",
"C24_Q4","Lily buys 1 chocolate. Each chocolate costs £4. How much does Lily pay in total?","£4","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.022Z,"Year 2 Curriculum",
"C24_Q5","Ryan buys 2 badges. Each badge costs £4. How much does Ryan pay in total?","£8","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:01.022Z,"Year 2 Curriculum",
"C25_Q1","Amy buys 2 books. Each book costs £4. How much does Amy pay in total?","£8","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION; TIME_RATE",Yes,Money,Completed,5,2025-09-24T11:17:01.038Z,"Year 3 Curriculum",
"C25_Q2","Sophie buys 3 apples. Each apple costs £6. How much does Sophie pay in total?","£18","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION; TIME_RATE",Yes,Money,Completed,5,2025-09-24T11:17:01.038Z,"Year 3 Curriculum",
"C25_Q3","Daniel buys 8 cards. Each card costs £5. How much does Daniel pay in total?","£40","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION; TIME_RATE",Yes,Money,Completed,5,2025-09-24T11:17:01.038Z,"Year 3 Curriculum",
"C25_Q4","Chloe buys 1 banana. Each banana costs £7. How much does Chloe pay in total?","£7","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION; TIME_RATE",Yes,Money,Completed,5,2025-09-24T11:17:01.038Z,"Year 3 Curriculum",
"C25_Q5","Oliver buys 7 games. Each game costs £2. How much does Oliver pay in total?","£14","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",3,3,"3.3","MULTIPLICATION","MULTIPLICATION; DIVISION; TIME_RATE",Yes,Money,Completed,5,2025-09-24T11:17:01.038Z,"Year 3 Curriculum",
"C26_Q1","Alex buys 8 sweets. Each sweet costs £52. How much does Alex pay in total?","£416","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.053Z,"Year 4 Curriculum",
"C26_Q2","Jack buys 3 magazines. Each magazine costs £65. How much does Jack pay in total?","£195","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.053Z,"Year 4 Curriculum",
"C26_Q3","Grace buys 9 rulers. Each ruler costs £25. How much does Grace pay in total?","£225","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.053Z,"Year 4 Curriculum",
"C26_Q4","James buys 4 cakes. Each cake costs £14. How much does James pay in total?","£56","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.053Z,"Year 4 Curriculum",
"C26_Q5","Lucy buys 2 apples. Each apple costs £88. How much does Lucy pay in total?","£176","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",4,3,"4.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.054Z,"Year 4 Curriculum",
"C27_Q1","Grace buys 54 pens. Each pen costs £74. How much does Grace pay in total?","£3996","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.069Z,"Year 5 Curriculum",
"C27_Q2","Chloe buys 82 sweets. Each sweet costs £43. How much does Chloe pay in total?","£3526","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.069Z,"Year 5 Curriculum",
"C27_Q3","Oliver buys 39 books. Each book costs £95. How much does Oliver pay in total?","£3705","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.069Z,"Year 5 Curriculum",
"C27_Q4","Chloe buys 44 chocolates. Each chocolate costs £95. How much does Chloe pay in total?","£4180","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.069Z,"Year 5 Curriculum",
"C27_Q5","Tom buys 93 sandwichs. Each sandwich costs £65. How much does Tom pay in total?","£6045","Addition, subtraction, multiplication and division (calculations)","multiply / divide using written methods",5,3,"5.3","MULTIPLICATION","MULTIPLICATION; DIVISION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.069Z,"Year 5 Curriculum",
